unique_id,Datum,Omschrijving,Debet,Credit,boekjaar,Boekstuknummer,Actuele status,Factuurdatum,Factuurbedrag,Factuurnr leverancier,Betalingskenmerk,Bankrekening,Opdracht/contract gegevens
jul-2023 - jun-2024_80,18-04-2024,Huipen Herstel Intercom Moluk479 14-3-24(182066-1),"364,51",,jul-2023 - jun-2024,135,Geboekt - Betaald,18-04-2024,"€364,51",VFD2402062,000122VFD2402062,NL87INGB0007721303,Intercom / bellen (incl. elektrische deuropeners) | My door bell doesn't work from downstairs in the entrance for 479. When they press the button there is no signal to my phone. This is very frustrating when Im waiting for Post NL or other appointment. Can we fix this asap please? The phone in my apartment works when I press to let them in so maybe its something wrong with the button downstairs in the entrance.
jul-2023 - jun-2024_81,18-04-2024,Huipen ATD afgesteld Sum22A 8-4-24 (181546-2),"189,43",,jul-2023 - jun-2024,137,Geboekt - Betaald,18-04-2024,"€189,43",VFD2402061,000122VFD2402061,NL87INGB0007721303,Hang- en sluitwerk + drangers | Sluiting ATD - Hoofdingang+Bergingen - Herstellen
jul-2023 - jun-2024_82,18-04-2024,Huipen herstel slot ATD Tidor100 19-2-24(181185-1),"235,39",,jul-2023 - jun-2024,133,Geboekt - Betaald,18-04-2024,"€235,39",VFD2402065,000122VFD2402065,NL87INGB0007721303,Hang- en sluitwerk + drangers | ATD - H&S
jul-2023 - jun-2024_83,27-04-2024,GeelRonitz rep slot ATD Tid82 13-3-24(182171-2),"637,55",,jul-2023 - jun-2024,139,Geboekt - Betaald,27-04-2024,"€637,55",202403436,0000109202403436,NL15INGB0655815198,Hang- en sluitwerk + drangers | atd-slot-defect
jul-2023 - jun-2024_84,29-04-2024,Hacar Molukken539 MV 17-04-24 (182971-1),"683,07",,jul-2023 - jun-2024,140,Geboekt - Betaald,29-04-2024,"€683,07",91004677/00031,00011891004677/0,NL68ABNA0861961803,Ventilatie (mechanisch / natuurlijk) | MV - Verouderd - Geluidsoverlast
jul-2023 - jun-2024_85,22-05-2024,Huipen Sumatra221 ATD 29-03-24 (182838-1),"137,76",,jul-2023 - jun-2024,147,Geboekt - Betaald,22-05-2024,"€137,76",VFD2402644,000122VFD2402644,NL87INGB0007721303,Hang- en sluitwerk + drangers | Houten - ATD - slotwerk
jul-2023 - jun-2024_86,22-05-2024,Huipen Sumatra221 ATD 29-03-24 (182841-1),"160,26",,jul-2023 - jun-2024,148,Geboekt - Betaald,22-05-2024,"€160,26",VFD2402645,000122VFD2402645,NL87INGB0007721303,Hang- en sluitwerk + drangers | Houten tuindeur - gemeenschappelijk ruimte - slotwerk
jul-2023 - jun-2024_87,22-05-2024,Huipen Sumatra221 12-04-24 (183366-1),"83,97",,jul-2023 - jun-2024,149,Geboekt - Betaald,22-05-2024,"€83,97",VFD2402647,000122VFD2402647,NL87INGB0007721303,Kozijnen / ramen / deuren | raam - kozijn - scheur
jul-2023 - jun-2024_88,23-05-2024,Huipen Molukken449 Balkondeur 12-04-24 (183343-1),"184,10",,jul-2023 - jun-2024,150,Geboekt - Betaald,23-05-2024,"€184,10",VFD2402663,000122VFD2402663,NL87INGB0007721303,Kozijnen / ramen / deuren | balkondeur - klemt - hout
jul-2023 - jun-2024_89,31-05-2024,Huipen Molukken481 Sensorverli 15-05-24 (184070-1),"297,72",,jul-2023 - jun-2024,153,Geboekt - Betaald,31-05-2024,"€297,72",VFD2402838,000122VFD2402838,NL87INGB0007721303,Algemene verlichting | Sensorverlichting - Trappenhuis - Defect
jul-2023 - jun-2024_90,03-06-2024,Hacar bon 174011 vervangen drukmeter ventilatie,"1.684,93",,jul-2023 - jun-2024,152,Geboekt - Betaald,03-06-2024,"€1.684,93",24-00135/00031,00011824-00135/0,NL68ABNA0861961803,-
jul-2023 - jun-2024_91,04-06-2024,Huipen Moluk539 Intercom 15-05-24 (184034-1),"361,91",,jul-2023 - jun-2024,154,Geboekt - in telebankopdracht,04-06-2024,"€361,91",VFD2402919,000122VFD2402919,NL87INGB0007721303,Intercom / bellen (incl. elektrische deuropeners) | Spraakfunctie - Intercom - Defect
jul-2023 - jun-2024_92,05-06-2024,Ymereservice Sleutels 05-06-24 (184731-2),"62,92",,jul-2023 - jun-2024,155,Geboekt - in telebankopdracht,05-06-2024,"€62,92",PF000015012,000048PF00001501,NL29INGB0004500201,Sleutelsymere | ATD-slot-kapot
jul-2023 - jun-2024_93,06-06-2024,Huipen Tidore94 AVL Berging 22-05-24 (184510-1),"147,02",,jul-2023 - jun-2024,157,Geboekt - in telebankopdracht,06-06-2024,"€147,02",VFD2402953,000122VFD2402953,NL87INGB0007721303,Algemene verlichting | Verlichting-bergingsgang-defect
jul-2023 - jun-2024_94,06-06-2024,Huipen Sumatra32C 07-03-24 (181947-1),"1.538,45",,jul-2023 - jun-2024,156,Geboekt - in telebankopdracht,06-06-2024,"€1.538,45",VFD2402949,000122VFD2402949,NL87INGB0007721303,Kozijnen / ramen / deuren | Raam-hout-lekkage
jul-2023 - jun-2024_95,11-06-2024,Hacar Sumatra34D MV 27-01-24 (179939-1),"250,27",,jul-2023 - jun-2024,160,Geboekt - in telebankopdracht,11-06-2024,"€250,27",91006000/00031,00011891006000/0,NL68ABNA0861961803,Ventilatie (mechanisch / natuurlijk) | mv-werkt niet.
jul-2023 - jun-2024_96,11-06-2024,Hacar Tidore80-98 MV defect (182172-1) 20-03-2024,"274,72",,jul-2023 - jun-2024,163,Geboekt - in telebankopdracht,11-06-2024,"€274,72",91005995/00031,00011791005995/0,NL68ABNA0861961803,-
jul-2023 - jun-2024_97,14-06-2024,Accuraat Sumatra225A ATD 23-05-24 (184731-1),"166,38",,jul-2023 - jun-2024,161,Geboekt - in telebankopdracht,14-06-2024,"€166,38",20241546,0000003820241546,NL44RABO0310959535,Hang- en sluitwerk + drangers | ATD-slot-kapot
jul-2023 - jun-2024_98,18-06-2024,SOS Molukken487 ATD 12-06-24 (185601-1),"194,40",,jul-2023 - jun-2024,162,Geboekt - in telebankopdracht,18-06-2024,"€194,40",24004525,0000001224004525,NL42RABO0393531015,Hang- en sluitwerk + drangers | ATD - Opent niet - SPOED
